# Dark photon search status in $τ-c$ energy region
# arXiv: https://arxiv.org/abs/2604.27703
# Coupling type: DarkPhoton
# Extracted from: figure_vision
# Confidence level: 0.9
# Extraction confidence: 0.75
# mass [eV]    kinetic mixing chi
1.000000e+06   1.000000e-02
1.500000e+06   9.500000e-03
2.000000e+06   9.000000e-03
3.000000e+06   8.000000e-03
5.000000e+06   6.500000e-03
8.000000e+06   5.000000e-03
1.200000e+07   3.500000e-03
1.500000e+07   2.800000e-03
2.000000e+07   2.000000e-03
3.000000e+07   1.200000e-03
5.000000e+07   6.500000e-04
8.000000e+07   3.500000e-04
1.200000e+08   1.800000e-04
1.500000e+08   1.200000e-04
2.000000e+08   7.000000e-05
3.000000e+08   3.500000e-05
5.000000e+08   1.500000e-05
8.000000e+08   6.000000e-06
1.000000e+09   3.500000e-06
