1808.1878695598432	6.2896575793261344e-18
1878.67736418496	1.010593868711456e-17
1878.67736418496	1.010593868711456e-17
1999.9999999999982	2.914277427212215e-18
2129.1574999815584	5.1483786488232736e-18
2298.3972385748466	2.1021052760364635e-18
2429.870505205331	2.976351441631313e-18
2678.302929170262	2.2393110155720204e-18
2821.6806315342046	4.1262984878433285e-18
2911.3656497935826	3.752932120564008e-18
3003.9012395918785	4.1262984878433285e-18
3164.7092098816056	1.8329807108324374e-18
3288.080656286845	9.843170580952897e-19
3452.079157014769	9.739986443321074e-19
3739.451678161074	5.484416576121026e-18
4022.678744468558	1.775938480991517e-18
4357.551521128535	5.067636925570327e-19
4559.014113909552	1.5162752009397228e-18
4703.918983539825	4.884129667010787e-18
5007.692191554727	2.311236532701579e-18
5166.857959862362	3.0719503178526023e-18
5294.14295805143	2.945150899664861e-18
5636.032092554882	3.873474368445852e-18
6020.896029742333	3.0078825180431083e-18
6212.265727762217	3.3421617147267344e-18
6682.784388953165	1.5815563426678207e-18
6823.649543409825	1.3790756829604792e-18
7417.43537317773	3.4495102286181216e-18
7760.365515212864	1.4690888241257455e-18
7923.944799432722	2.215836732145666e-18
8465.041894602617	1.1170044927385146e-18
8887.249961992793	1.7573216461880015e-18
8949.26050197329	1.7026339210778141e-18
9137.900279872934	1.738899968222314e-18
9428.341637514164	1.408449950156106e-18
9864.241968860539	2.015337685941735e-18
10142.446744884071	2.311236532701579e-18
10464.816864076161	1.4846521582539886e-18
10835.037192001399	2.914277427212215e-18
11615.233750431473	1.3082923606910578e-18
11860.069076707956	3.792690190732238e-18
12582.157987896408	2.146880050049647e-18
12937.017130237582	6.988654854126642e-18
13348.210588696553	1.3646190875063016e-18
14013.974830142768	4.442191267143333e-18
14610.997343807265	1.408449950156106e-18
14970.93771470465	7.847599703514623e-18
15717.638175050188	1.2542906051317243e-18
16217.211603371601	5.720540582884308e-18
16790.937973915516	4.170011952287786e-18
17506.26450457331	6.2896575793261344e-18
17813.238100584163	3.307126451289616e-18
